qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q12-climate-shocks-poverty-food,10.1057/s41599-024-02847-3,Climate change and food security in South Asia: the importance of renewable energy and agricultural credit,0.6958,0.6199,0.7092,1,1,1,0.6738,0.7856,0,2024,2,60,20,2,1,1275,0,0.692,partial,1
q12-climate-shocks-poverty-food,10.3389/fsufs.2021.691191,Food Security and Climate Change: Differences in Impacts and Adaptation Strategies for Rural Communities in the Global South and North,0.6872,0.6744,0.7577,1,1,1,0.7055,0.7855,0,2022,4,90,18,0,1,1344,0,0.5,partial,1
q12-climate-shocks-poverty-food,10.1016/j.eneco.2021.105338,"Energy poverty, climate shocks, and health deprivations",0.7062,0.6898,0.6688,1,1,1,0.6881,0.7852,0,2021,5,122,20.3333,0,1,923,3,0.982,partial,1
q12-climate-shocks-poverty-food,10.1371/journal.pone.0293563,"RETRACTED: Socioeconomic shocks, social protection and household food security amidst COVID-19 pandemic in Africa’s largest economy",0.6396,0.6888,0.7598,1,1,1,0.6943,0.784,0,2024,2,17,5.6667,2,1,1687,0,0.836,partial,1
q12-climate-shocks-poverty-food,10.3390/agriculture14101729,"Smallholder Farmers’ Climate Change Adaptation Strategies and Their Effect on Household Food Security: Evidence from KwaZulu-Natal, South Africa",0.7049,0.6446,0.698,1,1,1,0.682,0.7827,0,2024,2,6,2,1,1,1181,0,0.578,partial,1
q13-financial-inclusion-resilience,10.3390/su162411065,Understanding the Role of Financial Literacy in Enhancing Economic Stability and Resilience in Montenegro: A Data-Driven Approach,0.6837,0.7488,0.656,1,1,1,0.6951,0.7203,0,2024,2,33,11,0,1,1756,0,0.816,partial,1
q13-financial-inclusion-resilience,10.1080/00220388.2021.2013467,The Gender-Differential Effect of Financial Inclusion on Household Financial Resilience,0.6891,0.7708,0.6173,1,1,1,0.6896,0.8177,0,2022,4,87,17.4,2,1,1044,3,0.95,relevant,2
q13-financial-inclusion-resilience,10.1080/00220388.2017.1380798,Thinking Inside the Box: A Closer Look at Financial Inclusion and Household Income,0.6827,0.6798,0.5899,1,1,1,0.6493,0.7816,0,2017,9,195,19.5,2,1,645,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1007/s10668-025-06040-7,Financial inclusion as a catalyst for poverty reduction: unraveling the impact amidst global challenges,0.7228,0.5929,0.5748,1,1,1,0.6269,0.7687,0,2025,1,4,2,0,0,0,0,0.5,partial,1
q13-financial-inclusion-resilience,10.5089/9781513568928.001,Financial Inclusion: Zooming in on Latin America,0.7415,0.6955,0.6578,1,1,1,0.6974,0.7653,1,2015,11,65,5.4167,1,1,761,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1016/j.jebo.2017.07.027,Is financial inclusion good for bank stability? International evidence,0.695,0.6681,0.5645,1,1,1,0.64,0.7637,0,2017,9,554,55.4,4,1,1040,3,0.973,partial,1
q13-financial-inclusion-resilience,10.18235/0004969,Re-thinking Social Protection: From Poverty Alleviation to Building Resilience in Middle-Income Households (en),0.614,0.7056,0.6734,1,1,1,0.6632,0.7621,1,2023,3,0,0,4,1,1190,0,0.5,partial,1
q13-financial-inclusion-resilience,10.35408/comuybd.1516794,"The Relationship Between Financial Inclusion and Real Economic Growth: Examples from Turkey, Developing Countries, Developed Countries, and the World",0.7419,0.6754,0.6434,1,1,1,0.6857,0.7601,0,2025,1,4,2,0,1,2258,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1093/wber/lhv029,"Financial Inclusion, Productivity Shocks, and Consumption Volatility in Emerging Economies",0.6737,0.7046,0.7399,1,1,1,0.7056,0.7598,0,2015,11,20,1.6667,3,1,935,3,0.983,relevant,2
q13-financial-inclusion-resilience,10.1016/j.econmod.2024.106707,Revisiting the relation between financial inclusion and economic growth: a global analysis using panel threshold regression,0.6933,0.6758,0.6578,1,1,1,0.6755,0.7595,0,2024,2,34,11.3333,3,1,403,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1080/23322039.2025.2587236,"Financial inclusion, poverty, and income inequality",0.7344,0.6348,0.629,1,1,1,0.6643,0.7558,0,2025,1,1,0.5,0,1,2567,0,0.5,partial,1
q13-financial-inclusion-resilience,10.30574/wjarr.2023.18.1.0709,Financial inclusion strategies for poverty reduction and economic empowerment in underbanked rural populations globally,0.7908,0.6911,0.6365,1,1,1,0.7033,0.7558,1,2023,3,10,2.5,0,1,2062,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1016/j.worlddev.2018.06.020,Does financial literacy improve financial inclusion? Cross country evidence,0.727,0.5853,0.4773,1,1,1,0.5878,0.7556,0,2018,8,626,69.5556,0,1,740,0,0.5,irrelevant,0
q13-financial-inclusion-resilience,10.1596/978-1-4648-1575-1,Adaptive Social Protection: Building Resilience to Shocks,0.5958,0.7517,0.6863,1,1,1,0.6749,0.7515,0,2020,6,118,16.8571,0,1,1715,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1186/s40008-020-00214-4,Does financial inclusion reduce poverty and income inequality in developing countries? A panel data analysis,0.7352,0.6426,0.6318,1,1,1,0.6683,0.7512,0,2020,6,644,92,2,1,1173,0,0.812,partial,1
q13-financial-inclusion-resilience,10.1080/23322039.2025.2476093,Role of financial inclusion in enhancing the effect of remittance on economic growth in developing countries,0.6693,0.6648,0.6556,1,1,1,0.6632,0.7485,0,2025,1,17,8.5,2,1,2367,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1111/rode.13062,"Financial inclusion, vulnerability coping strategies and multidimensional poverty: Does conceptualisation of financial inclusion matter?",0.7246,0.6417,0.5901,1,1,1,0.6498,0.7481,0,2023,3,13,3.25,4,1,1513,2,0.918,relevant,2
q13-financial-inclusion-resilience,10.1080/00220388.2022.2075733,Building Resilience through Social Protection: Evidence from Malawi,0.5818,0.7682,0.637,1,1,1,0.6579,0.7454,0,2022,4,25,5,0,1,853,3,0.95,partial,1
q13-financial-inclusion-resilience,10.1177/21582440241232585,Financial Inclusion and Economic Growth: Comparative Panel Evidence from Developed and Developing Asian Countries,0.6969,0.6509,0.6567,1,1,1,0.6679,0.7444,0,2024,2,38,12.6667,0,1,1031,0,0.654,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.socscimed.2021.114521,‘Poverty can break a home’: Exploring mechanisms linking cash plus programming and intimate partner violence in Ghana,0.5409,0.6898,0.7148,1,1,1,0.6436,0.7832,0,2021,5,26,4.3333,4,1,2134,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1371/journal.pone.0281283,Do cash transfers alleviate common mental disorders in low- and middle-income countries? A systematic review and meta-analysis,0.4777,0.7097,0.6825,1,1,1,0.6139,0.7735,1,2023,3,33,8.25,5,1,2191,0,0.836,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.wdp.2025.100744,Inheriting subsidies: Intergenerational correlation in Conditional Cash Transfers in Colombia,0.5155,0.708,0.6025,1,1,1,0.6036,0.6611,1,2025,1,0,0,1,1,2336,0,0.692,partial,1
q14-cct-poverty-reduction-mechanisms,10.3386/w27157,"Poverty, Depression, and Anxiety: Causal Evidence and Mechanisms",0.548,0.5857,0.7105,1,1,1,0.6109,0.6631,0,2020,6,81,11.5714,0,1,653,0,0.5,irrelevant,0
q14-cct-poverty-reduction-mechanisms,10.4314/gjds.v14i2.1,SOCIAL CASH TRANSFERS: SOME UNDERLYING DEBATES AND IMPLICATIONS FOR POLICY MAKING,0.4936,0.7215,0.7055,1,1,1,0.631,0.8201,1,2017,9,2,0.2,0,1,965,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.2307/1955045,On Comparing Income Maintenance Alternatives,0.4369,0.5769,0.6338,0,1,1,0.6047,0.6533,0,1971,55,14,0.25,1,1,1007,0,0.953,partial,1
q14-cct-poverty-reduction-mechanisms,10.1002/14651858.cd011135.pub2,Unconditional cash transfers for reducing poverty and vulnerabilities: effect on use of health services and health outcomes in low- and middle-income countries.,0.4844,0.6925,0.7192,1,1,1,0.6225,0.8133,0,2014,12,207,15.9231,0,1,6262,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.jdeveco.2019.102418,Cash-plus: Poverty impacts of alternative transfer-based approaches,0.4393,0.7134,0.6171,0,1,1,0.6635,0.81,0,2019,7,31,3.875,0,1,828,3,0.991,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1016/j.worlddev.2019.04.016,Effect of capacity building in alleviating poverty and improving forest conservation in the communal forests of Mexico,0.447,0.4598,0.6248,0,1,1,0.536,0.5829,1,2019,7,32,4,4,1,2087,0,0.5,irrelevant,0
q14-cct-poverty-reduction-mechanisms,10.1111/j.1468-2397.2011.00801.x,"Cash transfers, social protection and poverty reduction",0.5184,0.7537,0.7712,1,1,1,0.6704,0.8047,0,2011,15,124,7.75,0,1,1119,0,0.601,partial,1
q14-cct-poverty-reduction-mechanisms,10.6007/ijarbss/v12-i8/14256,"Perceptions on Interventions to Empower Girls and Families to Reduce Child Marriage in Kampung Seri Menanti, Negeri Sembilan, Malaysia",0.4872,0.6088,0.6805,1,1,1,0.5866,0.5977,0,2022,4,0,0,0,1,1192,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.55214/25768484.v9i3.5758,The poverty alleviation program in A Tsunami impacted area: Models PKH and BPNT Indonesia,0.533,0.5966,0.7218,1,1,1,0.6123,0.6835,0,2025,1,0,0,0,1,1613,0,0.134,partial,1
q14-cct-poverty-reduction-mechanisms,10.1596/978-1-4648-0423-6/pt4.ch23,Cash Transfers and Child and Adolescent Development,0.5391,0.7993,0.6983,1,1,1,0.6701,0.7986,0,2017,9,52,5.2,0,1,3079,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1073/pnas.2222103120,Unconditional cash transfers reduce homelessness,0.4507,0.6974,0.6785,1,1,1,0.5974,0.7946,0,2023,3,17,4.25,0,1,867,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.worlddev.2019.104812,From experimental findings to evidence-based policy,0.4871,0.3939,0.4611,1,0,1,0.4739,0.4465,1,2019,7,3,0.375,5,1,776,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/0306-9192(87)90041-8,Cash transfers to the poorest,0.4106,0.7347,0.6011,0,1,1,0.6645,0.7913,0,1987,39,5,0.125,0,0,0,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1111/deve.12455,Conditional Cash Transfers: A Quantitative Approach,0.5452,0.7644,0.7219,1,1,1,0.6701,0.7904,0,2025,1,0,0,1,1,931,0,0.5,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1080/00220388.2015.1134776,Accessing the ‘Right’ Kinds of Material and Symbolic Capital: the Role of Cash Transfers in Reducing Adolescent School Absence and Risky Behaviour in South Africa,0.5456,0.6851,0.6618,1,1,1,0.6277,0.7214,0,2016,10,27,2.4545,1,1,676,0,0.5,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1007/978-3-319-53094-9,"Poverty Reduction, Education, and the Global Diffusion of Conditional Cash Transfers",0.5479,0.7676,0.7617,1,1,1,0.6843,0.788,0,2017,9,46,4.6,0,0,0,0,0.5,partial,1
q15-violence-youth-education,10.3386/w34482,Violent Peers at School: Impacts and Mechanisms,0.7034,0.6594,0.7167,1,1,1,0.6927,0.8255,0,2025,1,0,0,0,1,1209,0,0.5,relevant,2
q15-violence-youth-education,10.2307/146425,Local Violence and Educational Attainment,0.6462,0.6178,0.5943,1,1,1,0.6191,0.8182,0,1997,29,161,5.3667,0,1,594,3,0.99,relevant,2
q15-violence-youth-education,10.1177/0038040714523795,Exposure to Local Homicides and Early Educational Achievement in Mexico,0.7153,0.6208,0.6336,1,1,1,0.6553,0.8148,1,2014,12,68,5.2308,0,1,818,0,0.5,relevant,2
q15-violence-youth-education,10.1007/s13524-019-00850-x,Crime and Inequality in Academic Achievement Across School Districts in the United States,0.6763,0.711,0.7316,1,1,1,0.7059,0.8101,0,2020,6,19,2.7143,2,1,1436,0,0.957,relevant,2
q15-violence-youth-education,10.1177/0038040713494225,School Violent Crime and Academic Achievement in Chicago,0.683,0.6459,0.7173,1,1,1,0.6814,0.8064,0,2013,13,106,7.5714,0,1,1169,0,0.5,relevant,2
q15-violence-youth-education,10.1111/rode.12342,Human capital consequences of violence in schools: Estimating the impact of violence in schools on education outcomes in Brazil,0.6941,0.6458,0.6448,1,1,1,0.6612,0.8002,1,2017,9,13,1.3,0,1,1110,0,0.5,relevant,2
q15-violence-youth-education,10.1177/0038040718779063,"Neighborhood Violence, Peer Effects, and Academic Achievement in Chicago",0.6745,0.6061,0.6675,1,1,1,0.6486,0.7982,0,2018,8,64,7.1111,2,1,1010,0,0.5,relevant,2
q15-violence-youth-education,10.3386/w28311,Trauma at School: The Impacts of Shootings on Students' Human Capital and Economic Outcomes,0.6833,0.6747,0.6722,1,1,1,0.6767,0.7974,0,2020,6,33,4.7143,0,1,890,0,0.5,relevant,2
q15-violence-youth-education,10.1016/j.worlddev.2025.107054,Violent conflicts and learning outcomes: Evidence from Sub-Saharan Africa,0.6992,0.6164,0.6167,1,1,1,0.643,0.797,0,2025,1,3,1.5,3,1,1700,0,0.5,relevant,2
q15-violence-youth-education,10.1086/721656,When Crime Comes to the Neighborhood: Short-Term Shocks to Student Cognition and Secondary Consequences,0.6648,0.5716,0.6268,1,1,1,0.6199,0.7959,1,2022,4,14,2.8,2,1,644,4,0.996,relevant,2
q15-violence-youth-education,10.1093/restud/rdaf027,Trauma at School: The Impacts of Shootings on Students’ Human Capital and Economic Outcomes,0.6755,0.6712,0.6648,1,1,1,0.6705,0.7948,0,2025,1,2,1,4,1,898,5,0.996,relevant,2
q15-violence-youth-education,10.1162/rest_a_01186,"Police Violence, Student Protests, and Educational Performance",0.7034,0.5984,0.6391,1,1,1,0.6455,0.7914,1,2022,4,11,2.2,4,1,656,0,0.5,relevant,2
q15-violence-youth-education,10.3368/jhr.0825-14475,Reconsidering Peer Effects from Schoolmates Exposed to Violence at Home,0.6263,0.565,0.602,1,1,1,0.5972,0.7889,0,2025,1,0,0,0,1,705,3,0.99,relevant,2
q15-violence-youth-education,10.1016/b978-0-08-044894-7.01229-x,Education and crime,0.6254,0.7082,0.6596,1,1,1,0.6635,0.7864,0,2020,6,111,15.8571,0,1,721,0,0.5,partial,1
q15-violence-youth-education,10.1093/jeea/jvy051,Learning The Hard Way: The Effect of Violent Conflict on Student Academic Achievement,0.658,0.6022,0.5953,1,1,1,0.6179,0.7827,0,2019,7,122,15.25,0,1,931,0,0.5,relevant,2
q15-violence-youth-education,10.1007/s40865-022-00214-x,School Performance and Young Adult Crime in a Brazilian Birth Cohort,0.6567,0.6532,0.6703,1,1,1,0.66,0.7824,1,2022,4,11,2.2,4,1,1565,0,0.5,partial,1
q15-violence-youth-education,10.3386/w26759,"School Effects on Socio-emotional Development, School-Based Arrests, and Educational Attainment",0.6077,0.6952,0.74,1,1,1,0.6787,0.7786,0,2020,6,37,5.2857,0,1,1138,0,0.5,partial,1
q15-violence-youth-education,10.3386/w28307,Exposure to a School Shooting and Subsequent Well-Being,0.693,0.6017,0.6468,1,1,1,0.6461,0.7771,0,2020,6,29,4.1429,0,1,1185,0,0.5,relevant,2
q15-violence-youth-education,10.3386/w33317,In-Person Schooling and Juvenile Violence,0.6524,0.5991,0.622,1,1,1,0.6241,0.776,0,2024,2,0,0,0,1,1239,0,0.5,partial,1
q15-violence-youth-education,10.1162/edfp_a_00234,The Effect of Community Traumatic Events on Student Achievement: Evidence from the Beltway Sniper Attacks,0.6351,0.6116,0.6428,1,1,1,0.6297,0.7758,0,2017,9,45,4.5,4,1,1376,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w30528,Automation and Polarization,0.7098,0.6654,0.7825,1,1,1,0.7176,0.8451,0,2022,4,19,3.8,0,1,1447,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1257/mac.20180205,"Offshoring, Automation, Low-Skilled Immigration, and Labor Market Polarization",0.6621,0.7011,0.7779,1,1,1,0.7121,0.8324,0,2021,5,36,6,2,1,805,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.26480/seps.02.2025.87.94,EXAMINING THE ECONOMIC IMPLICATION OF AUTOMATION ON LABOR MARKETS IN DEVELOPING COUNTRIES,0.7527,0.6353,0.6665,1,1,1,0.683,0.8312,0,2025,1,0,0,0,1,1284,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.1162/rest_a_00366,Has ICT Polarized Skill Demand? Evidence from Eleven Countries over Twenty-Five Years,0.5957,0.6038,0.733,1,1,1,0.6412,0.819,0,2013,13,871,62.2143,3,1,680,4,0.995,partial,1
q16-automation-labor-polarization-developing,10.1017/s1365100523000470,The race between offshoring and automation in explaining wage polarization,0.6122,0.6017,0.7636,1,1,1,0.6552,0.8125,0,2023,3,5,1.25,0,1,1341,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.54660/ijmfd.2024.5.1.58-64,Industrial Automation's Impact on Workforce: A Review in the USA and Africa,0.7783,0.6481,0.6545,1,1,1,0.6911,0.8103,0,2024,2,0,0,1,1,2341,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w23283,Horizontal and Vertical Polarization: Task-Specific Technological Change in a Multi-Sector Economy,0.6492,0.6988,0.813,1,1,1,0.7172,0.7987,0,2017,9,34,3.4,0,1,1266,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1017/s1365100522000177,Difficulties in finding middle-skilled jobs under increased automation,0.6633,0.6865,0.6588,1,1,1,0.6694,0.7946,0,2022,4,5,1,0,1,728,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.3386/w26064,Is Employment Polarization Informative About Wage Inequality and Is Employment Really Polarizing?,0.5689,0.6704,0.8507,1,1,1,0.6872,0.7943,0,2019,7,21,2.625,0,1,1092,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.3386/w21030,Labor Market Polarization Over the Business Cycle,0.5842,0.7183,0.823,1,1,1,0.7016,0.7915,0,2015,11,20,1.6667,0,1,1248,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1111/rode.13263,How Does Automation Reshape the Labor Market: Evidence From China,0.7057,0.6168,0.6709,1,1,1,0.6634,0.7912,0,2025,1,3,1.5,4,1,1582,2,0.918,relevant,2
q16-automation-labor-polarization-developing,10.1017/s1365100524000087,"Automation, job reallocation, occupational choice, and related government policy",0.7167,0.5979,0.6681,1,1,1,0.6591,0.7908,0,2024,2,4,1.3333,0,1,722,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1596/1813-9450-8741,Does Automation in Rich Countries Hurt Developing Ones?: Evidence from the U.S. and Mexico,0.7024,0.608,0.6205,1,1,1,0.6423,0.7891,1,2019,7,38,4.75,0,1,1053,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w22315,International Trade and Job Polarization: Evidence at the Worker-Level,0.579,0.7029,0.8003,1,1,1,0.688,0.7876,0,2016,10,55,5,0,1,1057,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1787/06804863-en,Labour Market Polarization in Advanced Countries,0.6015,0.6473,0.7956,1,1,1,0.6766,0.781,0,2017,9,31,3.1,0,1,1146,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.3386/w27122,"The Macroeconomics of Automation: Data, Theory, and Policy Analysis",0.722,0.6674,0.7118,1,1,1,0.7,0.7807,0,2020,6,9,1.2857,1,1,1104,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1111/irel.12138,Task Polarization in the Japanese Labor Market: Evidence of a Long‐Term Trend,0.5824,0.6318,0.7839,1,1,1,0.6607,0.7798,0,2016,10,36,3.2727,0,1,638,0,0.924,partial,1
q16-automation-labor-polarization-developing,10.5089/9781484361900.001,The Exposure to Routinization: Labor Market Implications for Developed and Developing Economies,0.6126,0.6215,0.74,1,1,1,0.6556,0.7797,0,2018,8,68,7.5556,0,1,1290,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w22110,"The March of the Techies: Technology, Trade, and Job Polarization in France, 1994-2007",0.6577,0.6591,0.7261,1,1,1,0.6802,0.7791,0,2016,10,62,5.6364,0,1,1526,0,0.5,partial,1
q17-migration-remittances-children-education,10.1016/j.worlddev.2025.107284,Restricting mothers’ international migration and human capital investment,0.7102,0.609,0.5248,1,1,1,0.61,0.7595,0,2025,1,0,0,4,1,1764,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1215/00703370-9411336,Does Parental Migration During Childhood Affect Children's Lifetime Educational Attainment? Evidence From Mexico,0.7656,0.6331,0.6478,1,1,1,0.6797,0.8593,1,2021,5,21,3.5,4,1,1813,0,0.957,relevant,2
q17-migration-remittances-children-education,10.1017/s0022216x1600002x,"¿Educación o desintegración? Parental Migration, Remittances and Left-behind Children's Education in Western Guatemala",0.7173,0.6618,0.6248,1,1,1,0.6669,0.8443,1,2016,10,12,1.0909,1,1,776,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1007/s00148-012-0423-y,"Gender, educational attainment, and the impact of parental migration on children left behind",0.7205,0.5451,0.6457,1,1,1,0.633,0.828,0,2012,14,245,16.3333,0,0,0,3,0.972,relevant,2
q17-migration-remittances-children-education,10.18235/0002795,Parent Migration and Education Outcomes of Children Left Behind in El Salvador (en),0.7708,0.6195,0.584,1,1,1,0.6533,0.8212,1,2020,6,0,0,1,1,1452,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1111/rode.12410,"Parental absence, remittances and educational investment in children left behind: Evidence from Nepal",0.6938,0.5832,0.5622,1,1,1,0.6105,0.8174,0,2018,8,20,2.2222,0,1,1133,2,0.918,relevant,2
q17-migration-remittances-children-education,10.1080/00220388.2013.866224,How do Migration and Remittances Affect Human Capital Investment? The Effects of Relaxing Information and Liquidity Constraints,0.6925,0.6884,0.6139,1,1,1,0.6639,0.8085,0,2014,12,89,6.8462,2,1,734,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1080/00220388.2017.1333108,Effect of Parental Migration on the Academic Performance of Left Behind Children in North Western China,0.7392,0.5749,0.6257,1,1,1,0.643,0.8033,0,2017,9,116,11.6,4,1,1478,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1016/j.worlddev.2010.05.008,Accounting for Remittance and Migration Effects on Children’s Schooling,0.6267,0.657,0.6122,1,1,1,0.6317,0.8028,0,2010,16,231,13.5882,0,0,0,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1093/wber/lhx005,Can Parental Migration Reduce Petty Corruption in Education?,0.7058,0.6395,0.6113,1,1,1,0.651,0.7909,0,2017,9,10,1,4,1,1050,3,0.983,partial,1
q17-migration-remittances-children-education,10.1080/00220388.2011.563298,"School Attendance, Child Labour, and Remittances from International Migration in El Salvador",0.6536,0.6807,0.5963,1,1,1,0.6426,0.7885,1,2011,15,204,12.75,4,1,1215,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1086/713931,Moving toward a Better Future? Migration and Children’s Health and Education,0.7287,0.5801,0.6313,1,1,1,0.6438,0.7815,0,2021,5,11,1.8333,2,1,1217,3,0.962,relevant,2
q17-migration-remittances-children-education,10.1111/j.1728-4457.2014.00673.x,Effects of Parents' Migration on the Education of Children Left Behind in Rural China,0.7431,0.5686,0.6292,1,1,1,0.643,0.7793,0,2014,12,204,15.6923,2,1,1147,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1093/oep/gpy060,"Out of sight, out of mind? The education outcomes of children with parents working abroad",0.7678,0.5313,0.5932,1,1,1,0.6232,0.7782,0,2018,8,6,0.6667,0,1,718,3,0.971,relevant,2
q17-migration-remittances-children-education,10.1057/s41599-024-04334-1,The role of parent–child communication on Chinese rural left-behind children’s educational expectation: a moderated mediation analysis,0.7268,0.5403,0.5656,1,1,1,0.6056,0.7767,0,2025,1,88,44,0,1,1468,0,0.692,relevant,2
q17-migration-remittances-children-education,10.1016/j.labeco.2015.02.011,Educational spillovers and parental migration,0.7588,0.5462,0.5546,1,1,1,0.6126,0.7744,0,2015,11,9,0.75,0,0,0,3,0.975,relevant,2
q17-migration-remittances-children-education,10.1016/j.worlddev.2021.105593,The effect of parental migration on the schooling of children left behind in rural Cambodia,0.7149,0.5422,0.5316,1,1,1,0.5906,0.7716,0,2021,5,11,1.8333,0,0,0,3,0.977,relevant,2
q17-migration-remittances-children-education,10.1016/j.jdeveco.2024.103338,Childhood migration and educational attainment: Evidence from Indonesia,0.686,0.5444,0.6305,1,1,1,0.6175,0.7716,0,2024,2,8,2.6667,0,1,1000,0,0.5,partial,1
q17-migration-remittances-children-education,10.1080/00220388.2019.1585812,"Will Skill-Based Immigration Policies Lead to Lower Remittances? An Analysis of the Relations between Education, Sponsorship, and Remittances",0.6796,0.711,0.6193,1,1,1,0.6689,0.7699,0,2019,7,2,0.25,2,1,1334,3,0.95,partial,1
q17-migration-remittances-children-education,10.1002/psp.70118,Migrating Together or Leaving Behind: The Impact of Migrants' Early Urban Migration on Their Children,0.7502,0.5951,0.5715,1,1,1,0.6342,0.7665,0,2025,1,1,0.5,2,1,1429,0,0.5,partial,1
q18-social-protection-labor-supply,10.1002/pam.70040,Why debt matters,0.5067,0.4722,0.4346,1,1,0,0.4892,0.4551,0,2025,1,0,0,4,1,17477,3,0.5,irrelevant,0
q18-social-protection-labor-supply,10.2307/2522251,Evaluating the Labor-Market Effects of Social Programs.,0.6524,0.5663,0.473,1,1,1,0.559,0.831,0,1978,48,23,0.4694,0,0,0,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.jpubeco.2014.04.015,Work and tax evasion incentive effects of social insurance programs,0.697,0.4816,0.5988,1,1,1,0.5858,0.7806,1,2014,12,47,3.6154,0,1,1255,3,0.993,relevant,2
q18-social-protection-labor-supply,10.1086/260656,"<i>Evaluating the Labor-Market Effects of Social Programs</i>. Orley Ashenfelter , James Blum",0.6081,0.5781,0.5182,1,1,1,0.5669,0.7705,0,1978,48,1,0.0204,0,0,0,5,0.998,relevant,2
q18-social-protection-labor-supply,10.1257/app.20130401,Labor Market Effects of Social Programs: Evidence from India's Employment Guarantee,0.6784,0.6321,0.5715,1,1,1,0.6258,0.7683,0,2015,11,305,25.4167,4,1,639,4,0.997,relevant,2
q18-social-protection-labor-supply,10.18235/0009097,Social Assistance and Labor Market Outcomes: Evidence from the Uruguayan PANES,0.6737,0.6226,0.5899,1,1,1,0.6278,0.7607,0,2011,15,0,0,4,1,843,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1596/978-1-4648-2238-4,"(In)Formalizing Jobs in Latin America and the Caribbean: Taxes, Benefits, and Labor Market Incentives",0.7404,0.6413,0.6761,1,1,1,0.6847,0.7521,1,2025,1,0,0,0,1,1840,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1086/298095,Labor Supply Response to Welfare Programs: A Dynamic Analysis,0.6742,0.6478,0.601,1,1,1,0.6403,0.7503,0,1986,40,32,0.7805,0,1,710,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.jpubeco.2023.104987,The disparate effects of information provision: A field experiment on the work incentives of social welfare,0.6851,0.6774,0.6813,1,1,1,0.6813,0.7502,0,2023,3,4,1,4,1,1202,0,0.5,relevant,2
q18-social-protection-labor-supply,10.3386/w25586,Market Inefficiency and Household Labor Supply: Evidence from Social Security’s Survivors Benefits,0.7427,0.6535,0.568,1,1,1,0.6508,0.7469,0,2019,7,5,0.625,0,1,1007,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.labeco.2024.102595,Home work: Exploring the labor market effects of subsidizing domestic services,0.6729,0.674,0.6295,1,1,1,0.6585,0.7465,0,2024,2,0,0,4,1,1674,3,0.975,partial,1
