qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q13-financial-inclusion-resilience,10.18235/0004969,Re-thinking Social Protection: From Poverty Alleviation to Building Resilience in Middle-Income Households (en),0.6324,0.775,0.6742,1,1,1,0.6913,0.7621,1,2023,3,0,0,4,1,1190,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1093/wber/lhv029,"Financial Inclusion, Productivity Shocks, and Consumption Volatility in Emerging Economies",0.6918,0.7286,0.7146,1,1,1,0.7115,0.7595,0,2015,11,20,1.6667,3,1,935,3,0.983,relevant,2
q13-financial-inclusion-resilience,10.1016/j.econmod.2024.106707,Revisiting the relation between financial inclusion and economic growth: a global analysis using panel threshold regression,0.7104,0.6722,0.6657,1,1,1,0.6825,0.7591,0,2024,2,34,11.3333,3,1,403,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1080/23322039.2025.2587236,"Financial inclusion, poverty, and income inequality",0.7479,0.6785,0.6427,1,1,1,0.6883,0.7556,0,2025,1,1,0.5,0,1,2567,0,0.5,partial,1
q13-financial-inclusion-resilience,10.30574/wjarr.2023.18.1.0709,Financial inclusion strategies for poverty reduction and economic empowerment in underbanked rural populations globally,0.8112,0.7253,0.6185,1,1,1,0.7139,0.7555,1,2023,3,10,2.5,0,1,2062,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1016/j.worlddev.2018.06.020,Does financial literacy improve financial inclusion? Cross country evidence,0.7245,0.5882,0.4636,1,1,1,0.5824,0.7554,0,2018,8,626,69.5556,3,1,740,0,0.5,irrelevant,0
q13-financial-inclusion-resilience,10.1596/978-1-4648-1575-1,Adaptive Social Protection: Building Resilience to Shocks,0.611,0.8161,0.6978,1,1,1,0.7033,0.7514,0,2020,6,118,16.8571,0,1,1715,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1186/s40008-020-00214-4,Does financial inclusion reduce poverty and income inequality in developing countries? A panel data analysis,0.7496,0.671,0.6389,1,1,1,0.6849,0.751,0,2020,6,644,92,2,1,1173,0,0.812,partial,1
q13-financial-inclusion-resilience,10.1080/23322039.2025.2476093,Role of financial inclusion in enhancing the effect of remittance on economic growth in developing countries,0.6797,0.6977,0.6581,1,1,1,0.6783,0.7482,0,2025,1,17,8.5,2,1,2367,0,0.5,partial,1
q13-financial-inclusion-resilience,10.1111/rode.13062,"Financial inclusion, vulnerability coping strategies and multidimensional poverty: Does conceptualisation of financial inclusion matter?",0.7359,0.6772,0.5973,1,1,1,0.6677,0.7478,0,2023,3,13,3.25,4,1,1513,2,0.918,relevant,2
q13-financial-inclusion-resilience,10.1080/00220388.2022.2075733,Building Resilience through Social Protection: Evidence from Malawi,0.5882,0.7945,0.6381,1,1,1,0.6681,0.7455,0,2022,4,25,5,4,1,853,3,0.95,partial,1
q13-financial-inclusion-resilience,10.1177/21582440241232585,Financial Inclusion and Economic Growth: Comparative Panel Evidence from Developed and Developing Asian Countries,0.7111,0.6621,0.6574,1,1,1,0.6765,0.744,0,2024,2,38,12.6667,3,1,1031,0,0.654,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.wdp.2025.100744,Inheriting subsidies: Intergenerational correlation in Conditional Cash Transfers in Colombia,0.6903,0.5894,0,1,1,0,0.6378,0.661,1,2025,1,0,0,1,1,2336,0,0.692,partial,1
q14-cct-poverty-reduction-mechanisms,10.3386/w27157,"Poverty, Depression, and Anxiety: Causal Evidence and Mechanisms",0.6738,0.711,0,1,1,0,0.6922,0.6631,0,2020,6,81,11.5714,0,1,653,0,0.5,irrelevant,0
q14-cct-poverty-reduction-mechanisms,10.4314/gjds.v14i2.1,SOCIAL CASH TRANSFERS: SOME UNDERLYING DEBATES AND IMPLICATIONS FOR POLICY MAKING,0.8205,0.6388,0,1,1,0,0.724,0.8201,1,2017,9,2,0.2,0,1,965,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.2307/1955045,On Comparing Income Maintenance Alternatives,0.6838,0.6286,0,1,1,0,0.6557,0.6533,0,1971,55,14,0.25,1,1,1007,0,0.953,partial,1
q14-cct-poverty-reduction-mechanisms,10.1002/14651858.cd011135.pub2,Unconditional cash transfers for reducing poverty and vulnerabilities: effect on use of health services and health outcomes in low- and middle-income countries.,0.8096,0.6862,0,1,1,0,0.7454,0.8132,0,2014,12,207,15.9231,0,1,6262,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.jdeveco.2019.102418,Cash-plus: Poverty impacts of alternative transfer-based approaches,0.8005,0.6127,0,1,1,0,0.7003,0.8099,0,2019,7,31,3.875,5,1,828,3,0.991,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1016/j.worlddev.2019.04.016,Effect of capacity building in alleviating poverty and improving forest conservation in the communal forests of Mexico,0.5853,0.5906,0,1,1,0,0.5879,0.5829,1,2019,7,32,4,4,1,2087,0,0.5,irrelevant,0
q14-cct-poverty-reduction-mechanisms,10.1111/j.1468-2397.2011.00801.x,"Cash transfers, social protection and poverty reduction",0.812,0.6957,0,1,1,0,0.7516,0.8047,0,2011,15,124,7.75,0,1,1119,0,0.601,partial,1
q14-cct-poverty-reduction-mechanisms,10.6007/ijarbss/v12-i8/14256,"Perceptions on Interventions to Empower Girls and Families to Reduce Child Marriage in Kampung Seri Menanti, Negeri Sembilan, Malaysia",0.627,0.6058,0,1,1,0,0.6163,0.5977,0,2022,4,0,0,1,1,1192,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.55214/25768484.v9i3.5758,The poverty alleviation program in A Tsunami impacted area: Models PKH and BPNT Indonesia,0.7091,0.6863,0,1,1,0,0.6976,0.6835,0,2025,1,0,0,3,1,1613,0,0.134,partial,1
q14-cct-poverty-reduction-mechanisms,10.1596/978-1-4648-0423-6/pt4.ch23,Cash Transfers and Child and Adolescent Development,0.8175,0.6543,0,1,1,0,0.7313,0.7986,0,2017,9,52,5.2,0,1,3079,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1073/pnas.2222103120,Unconditional cash transfers reduce homelessness,0.7939,0.6049,0,1,1,0,0.693,0.7945,0,2023,3,17,4.25,2,1,867,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.worlddev.2019.104812,From experimental findings to evidence-based policy,0.5145,0.4799,0,1,1,0,0.4969,0.4465,1,2019,7,3,0.375,5,1,776,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/0306-9192(87)90041-8,Cash transfers to the poorest,0.7443,0.6165,0,1,1,0,0.6774,0.7911,0,1987,39,5,0.125,0,0,0,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1111/deve.12455,Conditional Cash Transfers: A Quantitative Approach,0.8529,0.7051,0,1,1,0,0.7755,0.7904,0,2025,1,0,0,0,1,931,0,0.5,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1080/00220388.2015.1134776,Accessing the ‘Right’ Kinds of Material and Symbolic Capital: the Role of Cash Transfers in Reducing Adolescent School Absence and Risky Behaviour in South Africa,0.7354,0.6134,0,1,1,0,0.6717,0.7214,0,2016,10,27,2.4545,0,1,676,3,0.95,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1007/978-3-319-53094-9,"Poverty Reduction, Education, and the Global Diffusion of Conditional Cash Transfers",0.7879,0.6744,0,1,1,0,0.7289,0.7881,0,2017,9,46,4.6,0,0,0,0,0.5,partial,1
q15-violence-youth-education,10.3386/w34482,Violent Peers at School: Impacts and Mechanisms,0.7265,0.689,0.7272,1,1,1,0.714,0.8257,0,2025,1,0,0,2,1,1209,0,0.5,relevant,2
q15-violence-youth-education,10.2307/146425,Local Violence and Educational Attainment,0.689,0.6352,0.5696,1,1,1,0.6294,0.8183,0,1997,29,161,5.3667,2,1,594,3,0.99,relevant,2
q15-violence-youth-education,10.1177/0038040714523795,Exposure to Local Homicides and Early Educational Achievement in Mexico,0.734,0.6313,0.6289,1,1,1,0.663,0.8148,1,2014,12,68,5.2308,3,1,818,0,0.5,relevant,2
q15-violence-youth-education,10.1007/s13524-019-00850-x,Crime and Inequality in Academic Achievement Across School Districts in the United States,0.6928,0.7336,0.697,1,1,1,0.7076,0.8103,0,2020,6,19,2.7143,2,1,1436,0,0.957,relevant,2
q15-violence-youth-education,10.1177/0038040713494225,School Violent Crime and Academic Achievement in Chicago,0.7218,0.6678,0.7063,1,1,1,0.6982,0.8065,0,2013,13,106,7.5714,3,1,1169,0,0.5,relevant,2
q15-violence-youth-education,10.1111/rode.12342,Human capital consequences of violence in schools: Estimating the impact of violence in schools on education outcomes in Brazil,0.7176,0.6466,0.6278,1,1,1,0.6629,0.8003,1,2017,9,13,1.3,4,1,1110,0,0.5,relevant,2
q15-violence-youth-education,10.1177/0038040718779063,"Neighborhood Violence, Peer Effects, and Academic Achievement in Chicago",0.7254,0.6352,0.69,1,1,1,0.6825,0.7983,0,2018,8,64,7.1111,2,1,1010,0,0.5,relevant,2
q15-violence-youth-education,10.3386/w28311,Trauma at School: The Impacts of Shootings on Students' Human Capital and Economic Outcomes,0.7109,0.6772,0.6268,1,1,1,0.6707,0.7975,0,2020,6,33,4.7143,2,1,890,0,0.5,relevant,2
q15-violence-youth-education,10.1016/j.worlddev.2025.107054,Violent conflicts and learning outcomes: Evidence from Sub-Saharan Africa,0.7135,0.633,0.6189,1,1,1,0.6538,0.797,0,2025,1,3,1.5,3,1,1700,0,0.5,relevant,2
q15-violence-youth-education,10.1086/721656,When Crime Comes to the Neighborhood: Short-Term Shocks to Student Cognition and Secondary Consequences,0.6942,0.6035,0.6504,1,1,1,0.6483,0.796,1,2022,4,14,2.8,2,1,644,4,0.996,relevant,2
q15-violence-youth-education,10.1093/restud/rdaf027,Trauma at School: The Impacts of Shootings on Students’ Human Capital and Economic Outcomes,0.7045,0.6734,0.6207,1,1,1,0.6653,0.7949,0,2025,1,2,1,4,1,898,5,0.996,relevant,2
q15-violence-youth-education,10.1162/rest_a_01186,"Police Violence, Student Protests, and Educational Performance",0.7215,0.6059,0.6634,1,1,1,0.6619,0.7916,1,2022,4,11,2.2,4,1,656,0,0.5,relevant,2
q15-violence-youth-education,10.1016/b978-0-08-044894-7.01229-x,Education and crime,0.6382,0.7151,0.6094,1,1,1,0.6527,0.7866,0,2020,6,111,15.8571,0,1,721,0,0.5,partial,1
q15-violence-youth-education,10.1093/jeea/jvy051,Learning The Hard Way: The Effect of Violent Conflict on Student Academic Achievement,0.6782,0.6174,0.574,1,1,1,0.6217,0.7828,0,2019,7,122,15.25,2,1,931,0,0.5,relevant,2
q15-violence-youth-education,10.1007/s40865-022-00214-x,School Performance and Young Adult Crime in a Brazilian Birth Cohort,0.6703,0.6725,0.6842,1,1,1,0.6757,0.7824,1,2022,4,11,2.2,4,1,1565,0,0.5,partial,1
q15-violence-youth-education,10.3386/w26759,"School Effects on Socio-emotional Development, School-Based Arrests, and Educational Attainment",0.6469,0.7226,0.696,1,1,1,0.6877,0.7788,0,2020,6,37,5.2857,3,1,1138,0,0.5,partial,1
q15-violence-youth-education,10.3386/w28307,Exposure to a School Shooting and Subsequent Well-Being,0.7151,0.618,0.623,1,1,1,0.6505,0.7772,0,2020,6,29,4.1429,2,1,1185,0,0.5,relevant,2
q15-violence-youth-education,10.3386/w33317,In-Person Schooling and Juvenile Violence,0.684,0.6223,0.6497,1,1,1,0.6515,0.7761,0,2024,2,0,0,4,1,1239,0,0.5,partial,1
q15-violence-youth-education,10.1162/edfp_a_00234,The Effect of Community Traumatic Events on Student Achievement: Evidence from the Beltway Sniper Attacks,0.6839,0.6433,0.6174,1,1,1,0.6476,0.7759,0,2017,9,45,4.5,4,1,1376,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w30528,Automation and Polarization,0.7022,0.6918,0,1,1,0,0.697,0.8452,0,2022,4,19,3.8,0,1,1447,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1257/mac.20180205,"Offshoring, Automation, Low-Skilled Immigration, and Labor Market Polarization",0.6494,0.791,0,1,1,0,0.7167,0.8325,0,2021,5,36,6,2,1,805,4,0.999,partial,1
q16-automation-labor-polarization-developing,10.26480/seps.02.2025.87.94,EXAMINING THE ECONOMIC IMPLICATION OF AUTOMATION ON LABOR MARKETS IN DEVELOPING COUNTRIES,0.7582,0.7265,0,1,1,0,0.7422,0.8311,0,2025,1,0,0,0,1,1284,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.1162/rest_a_00366,Has ICT Polarized Skill Demand? Evidence from Eleven Countries over Twenty-Five Years,0.5821,0.6792,0,1,1,0,0.6288,0.8193,0,2014,12,708,54.4615,0,1,680,4,0.995,partial,1
q16-automation-labor-polarization-developing,10.1017/s1365100523000470,The race between offshoring and automation in explaining wage polarization,0.6408,0.6811,0,1,1,0,0.6606,0.8126,0,2023,3,5,1.25,2,1,1341,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.54660/ijmfd.2024.5.1.58-64,Industrial Automation's Impact on Workforce: A Review in the USA and Africa,0.7695,0.7227,0,1,1,0,0.7457,0.8103,0,2024,2,0,0,1,1,2341,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w23283,Horizontal and Vertical Polarization: Task-Specific Technological Change in a Multi-Sector Economy,0.6597,0.7556,0,1,1,0,0.7061,0.7989,0,2017,9,34,3.4,0,1,1266,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1017/s1365100522000177,Difficulties in finding middle-skilled jobs under increased automation,0.6454,0.6979,0,1,1,0,0.6711,0.7945,0,2022,4,5,1,0,1,728,2,0.946,partial,1
q16-automation-labor-polarization-developing,10.3386/w26064,Is Employment Polarization Informative About Wage Inequality and Is Employment Really Polarizing?,0.5777,0.7876,0,1,1,0,0.6745,0.7944,0,2019,7,21,2.625,2,1,1092,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.3386/w21030,Labor Market Polarization Over the Business Cycle,0.59,0.8151,0,1,1,0,0.6935,0.7917,0,2015,11,20,1.6667,1,1,1248,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1111/rode.13263,How Does Automation Reshape the Labor Market: Evidence From China,0.7115,0.7592,0,1,1,0,0.735,0.7911,0,2025,1,3,1.5,4,1,1582,2,0.918,relevant,2
q16-automation-labor-polarization-developing,10.1017/s1365100524000087,"Automation, job reallocation, occupational choice, and related government policy",0.7425,0.7165,0,1,1,0,0.7294,0.7906,0,2024,2,4,1.3333,0,1,722,2,0.946,partial,1
q16-automation-labor-polarization-developing,10.3386/w22315,International Trade and Job Polarization: Evidence at the Worker-Level,0.5931,0.7785,0,1,1,0,0.6795,0.7877,0,2016,10,55,5,2,1,1057,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1787/06804863-en,Labour Market Polarization in Advanced Countries,0.6247,0.7541,0,1,1,0,0.6864,0.7811,0,2017,9,31,3.1,2,1,1146,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.3386/w27122,"The Macroeconomics of Automation: Data, Theory, and Policy Analysis",0.7084,0.7333,0,1,1,0,0.7207,0.7807,0,2020,6,9,1.2857,0,1,1104,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1111/irel.12138,Task Polarization in the Japanese Labor Market: Evidence of a Long‐Term Trend,0.589,0.7001,0,1,1,0,0.6422,0.78,0,2016,10,36,3.2727,1,1,638,0,0.924,partial,1
q16-automation-labor-polarization-developing,10.5089/9781484361900.001,The Exposure to Routinization: Labor Market Implications for Developed and Developing Economies,0.645,0.7595,0,1,1,0,0.6999,0.7798,0,2018,8,68,7.5556,2,1,1290,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w22110,"The March of the Techies: Technology, Trade, and Job Polarization in France, 1994-2007",0.6656,0.7227,0,1,1,0,0.6936,0.7792,0,2016,10,62,5.6364,2,1,1526,0,0.5,partial,1
q17-migration-remittances-children-education,10.1016/j.worlddev.2025.107284,Restricting mothers’ international migration and human capital investment,0.7163,0.6771,0.5152,1,1,1,0.6298,0.7597,0,2025,1,0,0,4,1,1764,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1215/00703370-9411336,Does Parental Migration During Childhood Affect Children's Lifetime Educational Attainment? Evidence From Mexico,0.7387,0.6825,0.6297,1,1,1,0.6822,0.8594,1,2021,5,21,3.5,4,1,1813,0,0.957,relevant,2
q17-migration-remittances-children-education,10.1017/s0022216x1600002x,"¿Educación o desintegración? Parental Migration, Remittances and Left-behind Children's Education in Western Guatemala",0.7211,0.7195,0.6101,1,1,1,0.6815,0.8444,1,2016,10,12,1.0909,1,1,776,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1007/s00148-012-0423-y,"Gender, educational attainment, and the impact of parental migration on children left behind",0.7067,0.5989,0.6251,1,1,1,0.642,0.8281,0,2012,14,245,16.3333,0,0,0,3,0.972,relevant,2
q17-migration-remittances-children-education,10.18235/0002795,Parent Migration and Education Outcomes of Children Left Behind in El Salvador (en),0.7363,0.6708,0.5807,1,1,1,0.6595,0.8214,1,2020,6,0,0,1,1,1452,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1111/rode.12410,"Parental absence, remittances and educational investment in children left behind: Evidence from Nepal",0.6641,0.6431,0.5604,1,1,1,0.6209,0.8175,0,2018,8,20,2.2222,4,1,1133,2,0.918,relevant,2
q17-migration-remittances-children-education,10.1080/00220388.2013.866224,How do Migration and Remittances Affect Human Capital Investment? The Effects of Relaxing Information and Liquidity Constraints,0.6923,0.7555,0.6016,1,1,1,0.6801,0.8087,0,2014,12,89,6.8462,2,1,734,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1080/00220388.2017.1333108,Effect of Parental Migration on the Academic Performance of Left Behind Children in North Western China,0.7026,0.6175,0.6054,1,1,1,0.6404,0.8034,0,2017,9,116,11.6,4,1,1478,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1016/j.worlddev.2010.05.008,Accounting for Remittance and Migration Effects on Children’s Schooling,0.6351,0.7059,0.5925,1,1,1,0.6428,0.8033,0,2010,16,231,13.5882,0,0,0,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1093/wber/lhx005,Can Parental Migration Reduce Petty Corruption in Education?,0.723,0.6844,0.5974,1,1,1,0.6661,0.7909,0,2017,9,10,1,4,1,1050,3,0.983,partial,1
q17-migration-remittances-children-education,10.1080/00220388.2011.563298,"School Attendance, Child Labour, and Remittances from International Migration in El Salvador",0.6822,0.7559,0.5986,1,1,1,0.6758,0.7888,1,2011,15,204,12.75,4,1,1215,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1086/713931,Moving toward a Better Future? Migration and Children’s Health and Education,0.6937,0.6314,0.6188,1,1,1,0.6471,0.7817,0,2021,5,11,1.8333,2,1,1217,3,0.962,relevant,2
q17-migration-remittances-children-education,10.1111/j.1728-4457.2014.00673.x,Effects of Parents' Migration on the Education of Children Left Behind in Rural China,0.7043,0.6096,0.6183,1,1,1,0.6427,0.7794,0,2014,12,204,15.6923,2,1,1147,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1093/oep/gpy060,"Out of sight, out of mind? The education outcomes of children with parents working abroad",0.7345,0.607,0.5681,1,1,1,0.6327,0.7782,0,2018,8,6,0.6667,2,1,718,3,0.971,relevant,2
q17-migration-remittances-children-education,10.1057/s41599-024-04334-1,The role of parent–child communication on Chinese rural left-behind children’s educational expectation: a moderated mediation analysis,0.6824,0.5773,0.5556,1,1,1,0.6026,0.7766,0,2025,1,88,44,2,1,1468,0,0.692,relevant,2
q17-migration-remittances-children-education,10.1016/j.labeco.2015.02.011,Educational spillovers and parental migration,0.7828,0.6029,0.5343,1,1,1,0.6318,0.7742,0,2015,11,9,0.75,0,0,0,3,0.975,relevant,2
q17-migration-remittances-children-education,10.1016/j.worlddev.2021.105593,The effect of parental migration on the schooling of children left behind in rural Cambodia,0.7039,0.5919,0.5162,1,1,1,0.5992,0.7716,0,2021,5,11,1.8333,0,1,1016,3,0.977,relevant,2
q17-migration-remittances-children-education,10.1016/j.jdeveco.2024.103338,Childhood migration and educational attainment: Evidence from Indonesia,0.6598,0.6368,0.6346,1,1,1,0.6436,0.7719,0,2024,2,8,2.6667,2,1,1000,0,0.5,partial,1
q17-migration-remittances-children-education,10.1080/00220388.2019.1585812,"Will Skill-Based Immigration Policies Lead to Lower Remittances? An Analysis of the Relations between Education, Sponsorship, and Remittances",0.6468,0.7534,0.6135,1,1,1,0.6686,0.7701,0,2019,7,2,0.25,3,1,1334,3,0.95,partial,1
q17-migration-remittances-children-education,10.1002/psp.70118,Migrating Together or Leaving Behind: The Impact of Migrants' Early Urban Migration on Their Children,0.7129,0.6426,0.5584,1,1,1,0.6348,0.7666,0,2025,1,1,0.5,2,1,1429,0,0.5,partial,1
q18-social-protection-labor-supply,10.1002/pam.70040,Why debt matters,0.4594,0.4472,0.4533,1,0,1,0.4563,0.4553,0,2025,1,0,0,4,1,17477,3,0.5,irrelevant,0
q18-social-protection-labor-supply,10.2307/2522251,Evaluating the Labor-Market Effects of Social Programs.,0.6622,0.5608,0.5704,1,1,1,0.5961,0.8308,0,1978,48,23,0.4694,0,0,0,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.jpubeco.2014.04.015,Work and tax evasion incentive effects of social insurance programs,0.7051,0.4526,0.5963,1,1,1,0.5752,0.7808,1,2014,12,47,3.6154,3,1,1255,3,0.993,relevant,2
q18-social-protection-labor-supply,10.1086/260656,"<i>Evaluating the Labor-Market Effects of Social Programs</i>. Orley Ashenfelter , James Blum",0.622,0.5669,0.5887,1,1,1,0.5921,0.7703,0,1978,48,1,0.0204,0,0,0,5,0.998,relevant,2
q18-social-protection-labor-supply,10.1257/app.20130401,Labor Market Effects of Social Programs: Evidence from India's Employment Guarantee,0.6816,0.6299,0.6566,1,1,1,0.6557,0.7681,0,2015,11,305,25.4167,4,1,639,4,0.997,relevant,2
q18-social-protection-labor-supply,10.18235/0009097,Social Assistance and Labor Market Outcomes: Evidence from the Uruguayan PANES,0.6707,0.6046,0.6242,1,1,1,0.6326,0.7605,0,2011,15,0,0,4,1,843,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1596/978-1-4648-2238-4,"(In)Formalizing Jobs in Latin America and the Caribbean: Taxes, Benefits, and Labor Market Incentives",0.7508,0.6532,0.734,1,1,1,0.7113,0.752,1,2025,1,0,0,0,1,1840,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1086/298095,Labor Supply Response to Welfare Programs: A Dynamic Analysis,0.6607,0.6719,0.6308,1,1,1,0.6542,0.75,0,1986,40,32,0.7805,2,1,710,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.jpubeco.2023.104987,The disparate effects of information provision: A field experiment on the work incentives of social welfare,0.6834,0.6223,0.6955,1,1,1,0.6663,0.75,0,2023,3,4,1,4,1,1202,0,0.5,relevant,2
q18-social-protection-labor-supply,10.3386/w25586,Market Inefficiency and Household Labor Supply: Evidence from Social Security’s Survivors Benefits,0.7189,0.6404,0.6344,1,1,1,0.6635,0.7469,0,2019,7,5,0.625,4,1,1007,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.labeco.2024.102595,Home work: Exploring the labor market effects of subsidizing domestic services,0.6565,0.6515,0.6804,1,1,1,0.6627,0.7463,0,2024,2,0,0,4,1,1674,3,0.975,partial,1
q18-social-protection-labor-supply,10.3386/w32793,Labor Unions and Social Insurance,0.7133,0.6587,0.6514,1,1,1,0.6739,0.7448,0,2024,2,2,0.6667,1,1,1075,0,0.5,partial,1
q18-social-protection-labor-supply,10.1016/j.labeco.2024.102630,The labor market effects of facilitating social security contributions under part-time employment contracts: Evidence from Colombia,0.6593,0.6752,0.6641,1,1,1,0.6661,0.7438,1,2024,2,1,0.3333,1,1,1460,3,0.975,partial,1
q18-social-protection-labor-supply,10.1111/j.1467-9396.1996.tb00092.x,"Incentive Pay, Worker Effort, and Trade Protection",0.6286,0.5803,0.7232,1,1,1,0.6414,0.7439,0,1996,30,8,0.2581,2,1,601,0,0.5,partial,1
q18-social-protection-labor-supply,10.1596/1813-9450-10155,The Social Tax: Redistributive Pressure and Labor Supply,0.6985,0.6601,0.6577,1,1,1,0.6719,0.7432,0,2022,4,0,0,5,1,1069,0,0.451,partial,1
q18-social-protection-labor-supply,10.3386/w32751,Social Insurance Spillovers: Evidence From Paid Sick Leave Mandates and Workers' Compensation,0.7455,0.6218,0.617,1,1,1,0.6588,0.7432,0,2024,2,3,1,4,1,1280,0,0.5,partial,1
q18-social-protection-labor-supply,10.1086/504642,The Effects of Welfare‐to‐Work Program Activities on Labor Market Outcomes,0.6289,0.6289,0.6565,1,1,1,0.638,0.743,0,2006,20,78,3.7143,3,1,766,0,0.5,relevant,2
q18-social-protection-labor-supply,10.2139/ssrn.2158000,Labor Market Impacts of a Large-Scale Public Works Program: Evidence from the Indian Employment Guarantee Scheme,0.6659,0.6493,0.6637,1,1,1,0.6596,0.7424,0,2012,14,83,5.5333,4,1,567,0,0.5,relevant,2
q18-social-protection-labor-supply,10.3386/w31978,Firm Accommodation After Disability: Labor Market Impacts and Implications for Social Insurance,0.7027,0.6699,0.6855,1,1,1,0.6859,0.7407,0,2023,3,3,0.75,2,1,1069,0,0.5,partial,1
q18-social-protection-labor-supply,10.1016/s0047-2727(99)00110-3,Incentive effects of social security on labor force participation: evidence in Germany and across Europe,0.6124,0.6234,0.6388,1,1,1,0.6248,0.7404,0,2000,26,261,9.6667,0,0,0,3,0.993,relevant,2
q19-inequality-social-mobility-lac,10.1016/j.jdeveco.2018.05.016,Educational inequality and intergenerational mobility in Latin America: A new database,0.6979,0.7008,0.5797,1,1,1,0.6569,0.7726,1,2017,9,144,14.4,2,1,983,3,0.991,relevant,2
q19-inequality-social-mobility-lac,10.1111/puar.13936,"Great Gatsby and the Global SouthBy DidingSakri, AndySumner, Arief AnshoryYusuf, Cambridge: Cambridge University Press. 2023. 75 pp. $22.00 (paperback). <scp>ISBN</scp> 9781009382724",0.6544,0.6473,0.5571,1,1,1,0.618,0.6792,1,2025,1,0,0,0,1,8116,5,0.5,partial,1
q19-inequality-social-mobility-lac,10.1787/5kggdtfpvhr7-en,Ascendance by Descendants?,0.6858,0.7369,0.5654,1,1,1,0.6587,0.7781,1,2011,15,8,0.5,0,1,664,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.1007/s10888-019-09415-9,Intergenerational mobility and the rise and fall of inequality: Lessons from Latin America,0.6907,0.7519,0.5537,1,1,1,0.6601,0.7824,1,2016,10,44,4,0,0,0,2,0.955,relevant,2
q19-inequality-social-mobility-lac,10.1146/annurev-soc-071811-145521,Intergenerational Mobility and Inequality: The Latin American Case*,0.693,0.7448,0.5324,1,1,1,0.6501,0.776,1,2014,12,182,14,2,1,996,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.35188/unu-wider/2023/347-5,Inequality of opportunity and intergenerational persistence in Latin America,0.6908,0.6585,0.5267,1,1,1,0.6211,0.729,1,2023,3,13,3.25,2,1,1231,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.1257/jep.27.3.79,"Income Inequality, Equality of Opportunity, and Intergenerational Mobility",0.7122,0.7127,0.4897,1,1,1,0.6287,0.8315,0,2013,13,1857,132.6429,0,1,1468,4,0.998,partial,1
q19-inequality-social-mobility-lac,10.4236/me.2016.75070,Inequality and Mobility: Gatsby in the Americas *,0.7219,0.6917,0.5872,1,1,1,0.6644,0.7564,1,2016,10,8,0.7273,2,1,1381,0,0.5,relevant,2
