qid,doi,title,facet_sim_0,facet_sim_1,facet_sim_2,facet_sim_0_above_floor,facet_sim_1_above_floor,facet_sim_2_above_floor,facet_sims_geometric_mean,single_vector_sim,geography_hit,geography_stored_lac,geography_stored_none,year,age_years,citation_count,citation_rate,sms_level,has_abstract,abstract_length,abs_rating_numeric,repec_percentile,label,label_int
q14-cct-poverty-reduction-mechanisms,10.3386/w27157,"Poverty, Depression, and Anxiety: Causal Evidence and Mechanisms",0.6611,0.7143,0,1,1,0,0.6871,0.6631,0,0,1,2020,6,81,11.5714,0,1,653,0,0.5,irrelevant,0
q14-cct-poverty-reduction-mechanisms,10.2307/1955045,On Comparing Income Maintenance Alternatives,0.6836,0.6193,0,1,1,0,0.6507,0.6533,0,0,0,1971,55,14,0.25,1,1,1007,0,0.953,partial,1
q14-cct-poverty-reduction-mechanisms,10.1002/14651858.cd011135.pub2,Unconditional cash transfers for reducing poverty and vulnerabilities: effect on use of health services and health outcomes in low- and middle-income countries.,0.7843,0.6927,0,1,1,0,0.7371,0.8132,0,0,0,2014,12,207,15.9231,0,1,6262,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.jdeveco.2019.102418,Cash-plus: Poverty impacts of alternative transfer-based approaches,0.7575,0.6093,0,1,1,0,0.6794,0.8099,0,0,0,2019,7,31,3.875,5,1,828,3,0.991,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1016/j.worlddev.2019.04.016,Effect of capacity building in alleviating poverty and improving forest conservation in the communal forests of Mexico,0.6005,0.5879,0,1,1,0,0.5942,0.5829,1,1,0,2019,7,32,4,4,1,2087,3,0.977,irrelevant,0
q14-cct-poverty-reduction-mechanisms,10.1111/j.1468-2397.2011.00801.x,"Cash transfers, social protection and poverty reduction",0.7744,0.7158,0,1,1,0,0.7445,0.8047,0,0,1,2011,15,124,7.75,0,1,1119,0,0.601,partial,1
q14-cct-poverty-reduction-mechanisms,10.6007/ijarbss/v12-i8/14256,"Perceptions on Interventions to Empower Girls and Families to Reduce Child Marriage in Kampung Seri Menanti, Negeri Sembilan, Malaysia",0.6365,0.5951,0,1,1,0,0.6154,0.5977,0,0,0,2022,4,0,0,1,1,1192,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.55214/25768484.v9i3.5758,The poverty alleviation program in A Tsunami impacted area: Models PKH and BPNT Indonesia,0.7247,0.6827,0,1,1,0,0.7034,0.6835,0,0,0,2025,1,0,0,3,1,1613,0,0.134,partial,1
q14-cct-poverty-reduction-mechanisms,10.1596/978-1-4648-0423-6/pt4.ch23,Cash Transfers and Child and Adolescent Development,0.7834,0.6554,0,1,1,0,0.7165,0.7986,0,0,1,2017,9,52,5.2,0,1,3079,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1073/pnas.2222103120,Unconditional cash transfers reduce homelessness,0.7655,0.6199,0,1,1,0,0.6888,0.7945,0,0,1,2023,3,17,4.25,2,1,867,0,0.5,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/j.worlddev.2019.104812,From experimental findings to evidence-based policy,0.5043,0.4543,0,1,1,0,0.4787,0.4465,0,1,0,2019,7,3,0.375,5,1,776,3,0.977,partial,1
q14-cct-poverty-reduction-mechanisms,10.1016/0306-9192(87)90041-8,Cash transfers to the poorest,0.7011,0.6164,0,1,1,0,0.6574,0.7911,0,0,1,1987,39,5,0.125,0,0,0,3,0.934,partial,1
q14-cct-poverty-reduction-mechanisms,10.1111/deve.12455,Conditional Cash Transfers: A Quantitative Approach,0.8207,0.7168,0,1,1,0,0.767,0.7904,0,0,1,2025,1,0,0,0,1,931,0,0.5,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1080/00220388.2015.1134776,Accessing the ‘Right’ Kinds of Material and Symbolic Capital: the Role of Cash Transfers in Reducing Adolescent School Absence and Risky Behaviour in South Africa,0.739,0.6193,0,1,1,0,0.6765,0.7214,0,0,0,2016,10,27,2.4545,0,1,676,3,0.95,relevant,2
q14-cct-poverty-reduction-mechanisms,10.1007/978-3-319-53094-9,"Poverty Reduction, Education, and the Global Diffusion of Conditional Cash Transfers",0.7569,0.7038,0,1,1,0,0.7299,0.7881,0,0,1,2017,9,65,6.5,0,1,286,0,0.5,partial,1
q15-violence-youth-education,10.3386/w34482,Violent Peers at School: Impacts and Mechanisms,0.7291,0.6659,0.7171,1,1,1,0.7035,0.8257,0,0,1,2025,1,0,0,2,1,1209,0,0.5,relevant,2
q15-violence-youth-education,10.2307/146425,Local Violence and Educational Attainment,0.6938,0.6145,0.5751,1,1,1,0.6259,0.8183,0,0,1,1997,29,161,5.3667,2,1,594,3,0.99,relevant,2
q15-violence-youth-education,10.1177/0038040714523795,Exposure to Local Homicides and Early Educational Achievement in Mexico,0.7389,0.6171,0.6274,1,1,1,0.6589,0.8148,1,1,0,2014,12,68,5.2308,3,1,818,0,0.5,relevant,2
q15-violence-youth-education,10.1007/s13524-019-00850-x,Crime and Inequality in Academic Achievement Across School Districts in the United States,0.6968,0.7051,0.6925,1,1,1,0.6981,0.8103,0,0,0,2020,6,19,2.7143,2,1,1436,0,0.957,relevant,2
q15-violence-youth-education,10.1177/0038040713494225,School Violent Crime and Academic Achievement in Chicago,0.7326,0.6469,0.7025,1,1,1,0.6931,0.8065,0,0,0,2013,13,106,7.5714,3,1,1169,0,0.5,relevant,2
q15-violence-youth-education,10.1111/rode.12342,Human capital consequences of violence in schools: Estimating the impact of violence in schools on education outcomes in Brazil,0.7097,0.6295,0.6327,1,1,1,0.6563,0.8003,1,1,0,2017,9,13,1.3,4,1,1110,2,0.918,relevant,2
q15-violence-youth-education,10.1177/0038040718779063,"Neighborhood Violence, Peer Effects, and Academic Achievement in Chicago",0.7499,0.6235,0.6912,1,1,1,0.6863,0.7983,0,0,0,2018,8,64,7.1111,2,1,1010,0,0.5,relevant,2
q15-violence-youth-education,10.1016/j.worlddev.2025.107054,Violent conflicts and learning outcomes: Evidence from Sub-Saharan Africa,0.7072,0.6084,0.6099,1,1,1,0.6402,0.797,0,0,0,2025,1,3,1.5,3,1,1700,3,0.977,relevant,2
q15-violence-youth-education,10.1093/restud/rdaf027,Trauma at School: The Impacts of Shootings on Students’ Human Capital and Economic Outcomes,0.6987,0.6635,0.6411,1,1,1,0.6674,0.7949,0,0,0,2025,1,33,16.5,4,1,898,5,0.996,relevant,2
q15-violence-youth-education,10.1162/rest_a_01186,"Police Violence, Student Protests, and Educational Performance",0.7255,0.585,0.6665,1,1,1,0.6564,0.7916,1,1,0,2022,4,11,2.2,4,1,656,4,0.995,relevant,2
q15-violence-youth-education,10.1016/b978-0-08-044894-7.01229-x,Education and crime,0.6432,0.6998,0.628,1,1,1,0.6563,0.7866,0,0,1,2020,6,111,15.8571,0,1,721,0,0.5,partial,1
q15-violence-youth-education,10.1093/jeea/jvy051,Learning The Hard Way: The Effect of Violent Conflict on Student Academic Achievement,0.6729,0.5981,0.5768,1,1,1,0.6146,0.7828,0,0,0,2019,7,122,15.25,2,1,931,4,0.994,relevant,2
q15-violence-youth-education,10.1007/s40865-022-00214-x,School Performance and Young Adult Crime in a Brazilian Birth Cohort,0.6692,0.6511,0.6814,1,1,1,0.6671,0.7824,1,1,0,2022,4,11,2.2,4,1,1565,0,0.5,partial,1
q15-violence-youth-education,10.3386/w26759,"School Effects on Socio-emotional Development, School-Based Arrests, and Educational Attainment",0.6486,0.7077,0.721,1,1,1,0.6917,0.7788,0,0,1,2020,6,37,5.2857,3,1,1138,0,0.5,partial,1
q15-violence-youth-education,10.3386/w28307,Exposure to a School Shooting and Subsequent Well-Being,0.714,0.6087,0.6313,1,1,1,0.6498,0.7772,0,0,0,2020,6,29,4.1429,2,1,1185,0,0.5,relevant,2
q15-violence-youth-education,10.3386/w33317,In-Person Schooling and Juvenile Violence,0.6859,0.61,0.6413,1,1,1,0.645,0.7761,0,0,0,2024,2,0,0,2,1,1239,0,0.5,partial,1
q15-violence-youth-education,10.1162/edfp_a_00234,The Effect of Community Traumatic Events on Student Achievement: Evidence from the Beltway Sniper Attacks,0.685,0.6208,0.6204,1,1,1,0.6414,0.7759,0,0,0,2017,9,45,4.5,4,1,1376,0,0.901,relevant,2
q16-automation-labor-polarization-developing,10.3386/w30528,Automation and Polarization,0.6832,0.6508,0.7812,1,1,1,0.7029,0.8452,0,0,1,2022,4,19,3.8,0,1,1447,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1257/mac.20180205,"Offshoring, Automation, Low-Skilled Immigration, and Labor Market Polarization",0.6413,0.6837,0.8069,1,1,1,0.7072,0.8325,0,0,1,2021,5,36,6,2,1,805,4,0.999,partial,1
q16-automation-labor-polarization-developing,10.26480/seps.02.2025.87.94,EXAMINING THE ECONOMIC IMPLICATION OF AUTOMATION ON LABOR MARKETS IN DEVELOPING COUNTRIES,0.7403,0.6168,0.7113,1,1,1,0.6874,0.8311,0,0,0,2025,1,0,0,0,1,1284,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.1162/rest_a_00366,Has ICT Polarized Skill Demand? Evidence from Eleven Countries over Twenty-Five Years,0.5637,0.5815,0.7713,1,1,1,0.6324,0.8193,0,0,0,2014,12,708,54.4615,2,1,668,4,0.995,partial,1
q16-automation-labor-polarization-developing,10.1017/s1365100523000470,The race between offshoring and automation in explaining wage polarization,0.624,0.5742,0.7636,1,1,1,0.6492,0.8126,0,0,1,2023,3,5,1.25,0,1,1341,2,0.946,partial,1
q16-automation-labor-polarization-developing,10.54660/ijmfd.2024.5.1.58-64,Industrial Automation's Impact on Workforce: A Review in the USA and Africa,0.7519,0.6217,0.7091,1,1,1,0.6921,0.8103,0,0,0,2024,2,0,0,1,1,2341,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w23283,Horizontal and Vertical Polarization: Task-Specific Technological Change in a Multi-Sector Economy,0.6514,0.6809,0.8294,1,1,1,0.7165,0.7989,0,0,1,2017,9,34,3.4,0,1,1266,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1017/s1365100522000177,Difficulties in finding middle-skilled jobs under increased automation,0.6262,0.6697,0.7037,1,1,1,0.6658,0.7945,0,0,1,2022,4,5,1,0,1,728,2,0.946,partial,1
q16-automation-labor-polarization-developing,10.3386/w26064,Is Employment Polarization Informative About Wage Inequality and Is Employment Really Polarizing?,0.5609,0.6562,0.8258,1,1,1,0.6724,0.7944,0,0,0,2019,7,21,2.625,3,1,1092,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.3386/w21030,Labor Market Polarization Over the Business Cycle,0.5773,0.7064,0.8102,1,1,1,0.6913,0.7917,0,0,1,2015,11,20,1.6667,1,1,1248,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1111/rode.13263,How Does Automation Reshape the Labor Market: Evidence From China,0.7045,0.6286,0.7153,1,1,1,0.6817,0.7911,0,0,0,2025,1,3,1.5,4,1,1582,2,0.918,relevant,2
q16-automation-labor-polarization-developing,10.1017/s1365100524000087,"Automation, job reallocation, occupational choice, and related government policy",0.7099,0.5961,0.7164,1,1,1,0.6718,0.7906,0,0,1,2024,2,4,1.3333,0,1,722,2,0.946,partial,1
q16-automation-labor-polarization-developing,10.1787/06804863-en,Labour Market Polarization in Advanced Countries,0.6156,0.6243,0.7873,1,1,1,0.6714,0.7811,0,0,0,2017,9,31,3.1,2,1,1146,0,0.5,partial,1
q16-automation-labor-polarization-developing,10.1111/irel.12138,Task Polarization in the Japanese Labor Market: Evidence of a Long‐Term Trend,0.5756,0.6447,0.7844,1,1,1,0.6627,0.78,0,0,0,2016,10,36,3.2727,1,1,638,0,0.924,partial,1
q16-automation-labor-polarization-developing,10.5089/9781484361900.001,The Exposure to Routinization: Labor Market Implications for Developed and Developing Economies,0.6374,0.5963,0.741,1,1,1,0.6555,0.7798,0,0,1,2018,8,68,7.5556,2,1,1290,0,0.5,relevant,2
q16-automation-labor-polarization-developing,10.3386/w22110,"The March of the Techies: Technology, Trade, and Job Polarization in France, 1994-2007",0.6532,0.6132,0.7672,1,1,1,0.6748,0.7792,0,0,0,2016,10,62,5.6364,3,1,1526,0,0.5,partial,1
q17-migration-remittances-children-education,10.1016/j.worlddev.2025.107284,Restricting mothers’ international migration and human capital investment,0.6309,0.6097,0.5201,1,1,1,0.5849,0.7597,0,0,0,2025,1,0,0,4,1,1764,3,0.977,relevant,2
q17-migration-remittances-children-education,10.1215/00703370-9411336,Does Parental Migration During Childhood Affect Children's Lifetime Educational Attainment? Evidence From Mexico,0.6236,0.6093,0.5982,1,1,1,0.6103,0.8594,1,1,0,2021,5,21,3.5,2,1,1813,0,0.957,relevant,2
q17-migration-remittances-children-education,10.1017/s0022216x1600002x,"¿Educación o desintegración? Parental Migration, Remittances and Left-behind Children's Education in Western Guatemala",0.6263,0.632,0.5753,1,1,1,0.6107,0.8444,1,1,0,2016,10,12,1.0909,1,1,776,2,0.5,relevant,2
q17-migration-remittances-children-education,10.1007/s00148-012-0423-y,"Gender, educational attainment, and the impact of parental migration on children left behind",0.626,0.5485,0.6118,1,1,1,0.5945,0.8281,0,0,1,2012,14,245,16.3333,3,1,249,3,0.972,relevant,2
q17-migration-remittances-children-education,10.18235/0002795,Parent Migration and Education Outcomes of Children Left Behind in El Salvador (en),0.6933,0.63,0.5954,1,1,1,0.6383,0.8214,1,1,0,2020,6,8,1.1429,2,1,1452,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1111/rode.12410,"Parental absence, remittances and educational investment in children left behind: Evidence from Nepal",0.5609,0.5855,0.5545,1,1,1,0.5668,0.8175,0,0,0,2018,8,20,2.2222,4,1,1133,2,0.918,relevant,2
q17-migration-remittances-children-education,10.1080/00220388.2013.866224,How do Migration and Remittances Affect Human Capital Investment? The Effects of Relaxing Information and Liquidity Constraints,0.6334,0.6826,0.594,1,1,1,0.6356,0.8087,0,0,0,2014,12,89,6.8462,2,1,734,3,0.95,relevant,2
q17-migration-remittances-children-education,10.1080/00220388.2017.1333108,Effect of Parental Migration on the Academic Performance of Left Behind Children in North Western China,0.6526,0.5637,0.6392,1,1,1,0.6172,0.8034,0,0,0,2017,9,116,11.6,4,1,1478,3,0.95,relevant,2
q17-migration-remittances-children-education,10.1016/j.worlddev.2010.05.008,Accounting for Remittance and Migration Effects on Children’s Schooling,0.5847,0.636,0.5648,1,1,1,0.5945,0.8033,1,0,1,2010,16,232,13.6471,4,1,654,3,0.977,relevant,2
q17-migration-remittances-children-education,10.1093/wber/lhx005,Can Parental Migration Reduce Petty Corruption in Education?,0.6177,0.6378,0.5649,1,1,1,0.606,0.7909,0,0,0,2017,9,10,1,4,1,1050,3,0.983,partial,1
q17-migration-remittances-children-education,10.1080/00220388.2011.563298,"School Attendance, Child Labour, and Remittances from International Migration in El Salvador",0.6216,0.6732,0.5615,1,1,1,0.6171,0.7888,1,1,0,2011,15,204,12.75,2,1,1215,3,0.95,relevant,2
q17-migration-remittances-children-education,10.1086/713931,Moving toward a Better Future? Migration and Children’s Health and Education,0.6278,0.5642,0.5695,1,1,1,0.5865,0.7817,0,0,0,2021,5,11,1.8333,3,1,1217,3,0.962,relevant,2
q17-migration-remittances-children-education,10.1111/j.1728-4457.2014.00673.x,Effects of Parents' Migration on the Education of Children Left Behind in Rural China,0.636,0.5444,0.6243,1,1,1,0.6002,0.7794,0,0,0,2014,12,204,15.6923,2,1,1147,0,0.5,relevant,2
q17-migration-remittances-children-education,10.1093/oep/gpy060,"Out of sight, out of mind? The education outcomes of children with parents working abroad",0.6273,0.5317,0.5393,1,1,1,0.5645,0.7782,0,0,0,2018,8,6,0.6667,2,1,718,3,0.971,relevant,2
q17-migration-remittances-children-education,10.1057/s41599-024-04334-1,The role of parent–child communication on Chinese rural left-behind children’s educational expectation: a moderated mediation analysis,0.5954,0.5329,0.5712,1,1,1,0.5659,0.7766,0,0,0,2025,1,88,44,2,1,1468,0,0.692,relevant,2
q17-migration-remittances-children-education,10.1016/j.labeco.2015.02.011,Educational spillovers and parental migration,0.6407,0.5832,0.5132,1,1,1,0.5767,0.7742,0,0,1,2015,11,9,0.75,3,1,629,3,0.975,relevant,2
q17-migration-remittances-children-education,10.1016/j.worlddev.2021.105593,The effect of parental migration on the schooling of children left behind in rural Cambodia,0.6288,0.5429,0.5204,1,1,1,0.5622,0.7716,0,0,1,2021,5,11,1.8333,3,1,1016,3,0.977,relevant,2
q17-migration-remittances-children-education,10.1016/j.jdeveco.2024.103338,Childhood migration and educational attainment: Evidence from Indonesia,0.601,0.5612,0.6028,1,1,1,0.588,0.7719,0,0,0,2024,2,8,2.6667,2,1,1000,3,0.991,partial,1
q17-migration-remittances-children-education,10.1080/00220388.2019.1585812,"Will Skill-Based Immigration Policies Lead to Lower Remittances? An Analysis of the Relations between Education, Sponsorship, and Remittances",0.6176,0.6765,0.5823,1,1,1,0.6243,0.7701,0,0,0,2019,7,2,0.25,3,1,1334,3,0.95,partial,1
q17-migration-remittances-children-education,10.1002/psp.70118,Migrating Together or Leaving Behind: The Impact of Migrants' Early Urban Migration on Their Children,0.7016,0.5934,0.5498,1,1,1,0.6117,0.7666,0,0,0,2025,1,1,0.5,2,1,1429,0,0.5,partial,1
q18-social-protection-labor-supply,10.1002/pam.70040,Why debt matters,0.468,0.4345,0.4328,1,0,0,0.468,0.4553,0,0,0,2025,1,0,0,4,1,17477,3,0.5,irrelevant,0
q18-social-protection-labor-supply,10.2307/2522251,Evaluating the Labor-Market Effects of Social Programs.,0.6709,0.5508,0.5915,1,1,1,0.6024,0.8308,0,0,1,1978,48,23,0.4694,0,0,0,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.jpubeco.2014.04.015,Work and tax evasion incentive effects of social insurance programs,0.6844,0.4305,0.6147,1,0,1,0.6486,0.7808,1,0,1,2014,12,47,3.6154,4,1,1255,3,0.993,relevant,2
q18-social-protection-labor-supply,10.1086/260656,"<i>Evaluating the Labor-Market Effects of Social Programs</i>. Orley Ashenfelter , James Blum",0.6315,0.5482,0.6086,1,1,1,0.595,0.7703,0,0,1,1978,48,1,0.0204,0,0,0,5,0.998,relevant,2
q18-social-protection-labor-supply,10.1596/978-1-4648-2238-4,"(In)Formalizing Jobs in Latin America and the Caribbean: Taxes, Benefits, and Labor Market Incentives",0.7586,0.6322,0.7282,1,1,1,0.7042,0.752,1,1,0,2025,1,0,0,0,1,1840,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1086/298095,Labor Supply Response to Welfare Programs: A Dynamic Analysis,0.677,0.6409,0.646,1,1,1,0.6544,0.75,0,0,1,1986,40,32,0.7805,2,1,710,4,0.996,relevant,2
q18-social-protection-labor-supply,10.1016/j.jpubeco.2023.104987,The disparate effects of information provision: A field experiment on the work incentives of social welfare,0.6879,0.6095,0.7005,1,1,1,0.6647,0.75,0,0,1,2023,3,4,1,4,1,1202,3,0.993,relevant,2
q18-social-protection-labor-supply,10.3386/w25586,Market Inefficiency and Household Labor Supply: Evidence from Social Security’s Survivors Benefits,0.7093,0.6214,0.6389,1,1,1,0.6555,0.7469,0,0,0,2019,7,5,0.625,4,1,1007,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/j.labeco.2024.102630,The labor market effects of facilitating social security contributions under part-time employment contracts: Evidence from Colombia,0.6584,0.6598,0.6659,1,1,1,0.6613,0.7438,1,1,0,2024,2,1,0.3333,1,1,1460,3,0.975,partial,1
q18-social-protection-labor-supply,10.1111/j.1467-9396.1996.tb00092.x,"Incentive Pay, Worker Effort, and Trade Protection",0.6299,0.5627,0.7271,1,1,1,0.6364,0.7439,0,0,1,1996,30,8,0.2581,2,1,601,2,0.949,partial,1
q18-social-protection-labor-supply,10.1596/1813-9450-10155,The Social Tax: Redistributive Pressure and Labor Supply,0.7016,0.6381,0.6568,1,1,1,0.665,0.7432,0,0,0,2022,4,0,0,5,1,1069,0,0.5,partial,1
q18-social-protection-labor-supply,10.3386/w32751,Social Insurance Spillovers: Evidence From Paid Sick Leave Mandates and Workers' Compensation,0.7391,0.6119,0.6238,1,1,1,0.6559,0.7432,0,0,0,2024,2,3,1,4,1,1280,0,0.5,partial,1
q18-social-protection-labor-supply,10.1086/504642,The Effects of Welfare‐to‐Work Program Activities on Labor Market Outcomes,0.6488,0.6114,0.6759,1,1,1,0.6448,0.743,0,0,0,2006,20,78,3.7143,2,1,766,4,0.996,relevant,2
q18-social-protection-labor-supply,10.2139/ssrn.2158000,Labor Market Impacts of a Large-Scale Public Works Program: Evidence from the Indian Employment Guarantee Scheme,0.681,0.6309,0.6734,1,1,1,0.6614,0.7424,0,0,0,2012,14,83,5.5333,4,1,567,0,0.5,relevant,2
q18-social-protection-labor-supply,10.1016/s0047-2727(99)00110-3,Incentive effects of social security on labor force participation: evidence in Germany and across Europe,0.5941,0.6024,0.634,1,1,1,0.61,0.7404,0,0,0,2000,26,262,9.7037,2,1,812,3,0.993,relevant,2
q19-inequality-social-mobility-lac,10.1016/j.jdeveco.2018.05.016,Educational inequality and intergenerational mobility in Latin America: A new database,0.6765,0.7428,0.6115,1,1,1,0.6748,0.7726,1,1,0,2017,9,144,14.4,2,1,983,3,0.991,relevant,2
q19-inequality-social-mobility-lac,10.1111/puar.13936,"Great Gatsby and the Global SouthBy DidingSakri, AndySumner, Arief AnshoryYusuf, Cambridge: Cambridge University Press. 2023. 75 pp. $22.00 (paperback). <scp>ISBN</scp> 9781009382724",0.6549,0.6503,0.5878,1,1,1,0.6303,0.6792,0,1,0,2025,1,0,0,0,1,8116,5,0.5,partial,1
q19-inequality-social-mobility-lac,10.1787/5kggdtfpvhr7-en,Ascendance by Descendants?,0.6703,0.7493,0.6035,1,1,1,0.6717,0.7781,1,1,0,2011,15,8,0.5,0,1,664,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.1007/s10888-019-09415-9,Intergenerational mobility and the rise and fall of inequality: Lessons from Latin America,0.6738,0.7748,0.583,1,1,1,0.6727,0.7824,1,1,0,2016,10,44,4,2,1,636,2,0.955,relevant,2
q19-inequality-social-mobility-lac,10.1146/annurev-soc-071811-145521,Intergenerational Mobility and Inequality: The Latin American Case*,0.6845,0.7806,0.5618,1,1,1,0.6696,0.776,1,1,0,2014,12,182,14,2,1,996,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.35188/unu-wider/2023/347-5,Inequality of opportunity and intergenerational persistence in Latin America,0.6972,0.6738,0.5717,1,1,1,0.6452,0.729,1,1,0,2023,3,13,3.25,2,1,1231,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.1257/jep.27.3.79,"Income Inequality, Equality of Opportunity, and Intergenerational Mobility",0.6954,0.7369,0.4985,1,1,1,0.6345,0.8315,0,0,0,2013,13,1857,132.6429,0,1,1468,4,0.998,partial,1
q19-inequality-social-mobility-lac,10.4236/me.2016.75070,Inequality and Mobility: Gatsby in the Americas *,0.7164,0.7029,0.6124,1,1,1,0.6756,0.7564,1,1,0,2016,10,8,0.7273,2,1,1381,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.21953/lse.hq3w372vbpdv,Inherited inequality in Latin America,0.7084,0.7043,0.5701,1,1,1,0.6577,0.7336,1,1,0,2025,1,0,0,0,1,1141,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.1353/eco.2008.0003,Social Mobility and Preferences for Redistribution in Latin America,0.6533,0.7052,0.5933,1,1,1,0.649,0.7224,1,1,0,2008,18,62,3.2632,2,1,859,0,0.5,partial,1
q19-inequality-social-mobility-lac,10.1016/j.euroecorev.2004.09.009,Income taxation with intergenerational mobility: Can higher inequality lead to less progression?,0.6265,0.7561,0.3922,1,1,0,0.6883,0.8439,0,0,1,2004,22,7,0.3043,0,0,0,3,0.989,partial,1
q19-inequality-social-mobility-lac,10.1111/j.1468-0297.2007.02036.x,Nonlinearities in Intergenerational Earnings Mobility: Consequences for Cross‐Country Comparisons,0.6205,0.7127,0.5306,1,1,1,0.6168,0.7628,0,0,1,2007,19,212,10.6,1,1,19,4,0.994,partial,1
q19-inequality-social-mobility-lac,10.1086/322882,Inequality and Intergenerational Mobility in Schooling: The Case of Mexico,0.6056,0.7291,0.5091,1,1,1,0.608,0.7379,1,1,0,2002,24,105,4.2,0,0,0,3,0.962,relevant,2
q19-inequality-social-mobility-lac,10.18235/0008068,Intergenerational Social Mobility in Latin America: A Review of Existing Evidence,0.6665,0.8338,0.5872,1,1,1,0.6885,0.8457,1,1,0,2010,16,5,0.2941,0,1,572,0,0.5,relevant,2
q19-inequality-social-mobility-lac,10.1016/j.worlddev.2025.107237,"Economic convergence, intragenerational economic mobility, and inequality in a native Amazonian small-scale society of Indigenous People in Bolivia",0.7067,0.7559,0.5987,1,1,1,0.6839,0.7771,1,1,0,2025,1,0,0,2,1,2015,3,0.977,partial,1
q19-inequality-social-mobility-lac,10.1257/app.20210686,Intergenerational Mobility in India: New Measures and Estimates across Time and Social Groups,0.666,0.8153,0.5981,1,1,1,0.6874,0.8213,0,0,0,2024,2,42,14,2,1,747,4,0.997,partial,1
q19-inequality-social-mobility-lac,10.1086/691971,"Intergenerational Transmission of Poverty and Inequality: Parental Resources and Schooling Attainment and Children’s Human Capital in Ethiopia, India, Peru, and Vietnam",0.7132,0.7252,0.5991,1,1,1,0.6767,0.7954,1,1,0,2017,9,61,6.1,0,1,1130,3,0.962,partial,1
q19-inequality-social-mobility-lac,10.1007/s40503-015-0030-x,On intergenerational (im)mobility in Latin America,0.7236,0.8193,0.617,1,1,1,0.7152,0.8164,1,1,0,2015,11,54,4.5,2,1,1213,0,0.891,relevant,2
q19-inequality-social-mobility-lac,10.1007/s00148-025-01131-1,Intergenerational mobility in Latin America: the multiple facets of social status and the role of mothers,0.6141,0.7713,0.5911,1,1,1,0.6542,0.7271,1,1,0,2025,1,2,1,1,1,881,3,0.972,relevant,2
q20-school-vs-household-learning,10.1177/0038040720919379,Learning Inequality in Francophone Africa: School Quality and the Educational Achievement of Rich and Poor Children,0.6986,0.6986,0.6971,1,1,1,0.6981,0.8097,0,0,0,2020,6,154,22,1,1,1253,0,0.5,relevant,2
q20-school-vs-household-learning,10.1353/eco.2015.a572733,"Peer Effects on a Fertility Decision: An Application for Medellín, Colombia",0.5526,0.5526,0.5094,1,1,1,0.5378,0.6099,1,1,0,2015,11,0,0,2,1,4245,0,0.5,partial,1
q20-school-vs-household-learning,10.1177/0038040719830698,Do Well-off Families Compensate for Low Cognitive Ability? Evidence on Social Inequality in Early Schooling from a Twin Study,0.6799,0.6799,0.6131,1,1,1,0.6569,0.7919,0,0,0,2019,7,27,3.375,3,1,1695,0,0.5,partial,1
q20-school-vs-household-learning,10.1177/00380407231191541,School Attendance and Academic Achievement: Understanding Variation across Family Socioeconomic Status,0.7112,0.7112,0.6139,1,1,1,0.6771,0.7871,0,0,0,2023,3,23,5.75,3,1,920,0,0.5,partial,1
q20-school-vs-household-learning,10.1590/0102-311x00109315,Diferenciais de mortalidade jovem no Brasil: a importância dos fatores socioeconômicos dos domicílios e das condições de vida nos municípios e estados brasileiros,0.5459,0.5459,0.5201,1,1,1,0.5372,0.6543,1,1,0,2016,10,16,1.4545,2,1,741,0,0.5,partial,1
q20-school-vs-household-learning,10.1177/0038040719870683,The Distribution of School Quality: Do Schools Serving Mostly White and High-SES Children Produce the Most Learning?,0.6959,0.6959,0.724,1,1,1,0.7051,0.7847,0,0,1,2019,7,21,2.625,3,1,1459,0,0.5,relevant,2
q20-school-vs-household-learning,10.1590/0102-311xen050822,The National Wealth Score in the Brazilian National Survey on Child Nutrition (ENANI-2019),0.5941,0.5941,0.548,1,1,1,0.5783,0.6222,0,1,0,2023,3,7,1.75,1,1,1700,0,0.5,partial,1
